year,district,climate,carbon
2098,"Lakeview District",GFDLCM3-rcp85,519743.7437537
2098,"Lakeview District",HadGEM2ES-rcp45,474654.502155
2098,"Lakeview District",HadGEM2ES-rcp85,419750.4761713
2098,"Lakeview District",NoClimate,599733.6031141
2098,"Medford District",CCSM4-rcp45,5415033.72204999
2098,"Medford District",CCSM4-rcp85,5024199.02563161
2098,"Medford District",Ensemble-rcp45,6206998.76147308
2098,"Medford District",Ensemble-rcp85,4781220.1408552
2098,"Medford District",GFDLCM3-rcp45,5987420.8376388
2098,"Medford District",GFDLCM3-rcp85,4663682.9625827
2098,"Medford District",HadGEM2ES-rcp45,5329548.70903399
2098,"Medford District",HadGEM2ES-rcp85,3319137.5490795
2098,"Medford District",NoClimate,6955717.4470495
2098,"Roseburg District",CCSM4-rcp45,3983726.5154341
2098,"Roseburg District",CCSM4-rcp85,3082149.1340327
2098,"Roseburg District",Ensemble-rcp45,4051077.7350575
2098,"Roseburg District",Ensemble-rcp85,3131439.3027857
2098,"Roseburg District",GFDLCM3-rcp45,3860376.02064589
2098,"Roseburg District",GFDLCM3-rcp85,2951502.89041599
2098,"Roseburg District",HadGEM2ES-rcp45,3676310.8952995
2098,"Roseburg District",HadGEM2ES-rcp85,2399835.790707
2098,"Roseburg District",NoClimate,4425076.8885171
2098,"Salem District",CCSM4-rcp45,4311223.7805296
2098,"Salem District",CCSM4-rcp85,4030434.6171942
2098,"Salem District",Ensemble-rcp45,4326074.5764115
2098,"Salem District",Ensemble-rcp85,3945083.4500261
2098,"Salem District",GFDLCM3-rcp45,4123167.7865907
2098,"Salem District",GFDLCM3-rcp85,3707027.7198057
2098,"Salem District",HadGEM2ES-rcp45,4138910.56941491
2098,"Salem District",HadGEM2ES-rcp85,3700358.2848942
2098,"Salem District",NoClimate,4751301.48803
2103,"Coos Bay District",CCSM4-rcp45,3980909.9157777
2103,"Coos Bay District",CCSM4-rcp85,3339084.8054522
2103,"Coos Bay District",Ensemble-rcp45,3973185.839282
2103,"Coos Bay District",Ensemble-rcp85,3151173.2159158
2103,"Coos Bay District",GFDLCM3-rcp45,3698070.8019832
2103,"Coos Bay District",GFDLCM3-rcp85,2917475.2593104
2103,"Coos Bay District",HadGEM2ES-rcp45,3614233.7134579
2103,"Coos Bay District",HadGEM2ES-rcp85,2438996.2115725
2103,"Coos Bay District",NoClimate,4353019.8287474
2103,"Eugene District",CCSM4-rcp45,3464224.3833848
2103,"Eugene District",CCSM4-rcp85,2827313.2927234
2103,"Eugene District",Ensemble-rcp45,3499970.2664015
2103,"Eugene District",Ensemble-rcp85,2958192.0971215
2103,"Eugene District",GFDLCM3-rcp45,3345242.3587641
2103,"Eugene District",GFDLCM3-rcp85,2809595.1828912
2103,"Eugene District",HadGEM2ES-rcp45,3362036.8989732
2103,"Eugene District",HadGEM2ES-rcp85,2429080.8145165
2103,"Eugene District",NoClimate,3749546.2131318
2103,"Lakeview District",CCSM4-rcp45,539162.1607181
2103,"Lakeview District",CCSM4-rcp85,365850.0044139
2103,"Lakeview District",Ensemble-rcp45,509481.678417
2103,"Lakeview District",Ensemble-rcp85,550904.0554868
2103,"Lakeview District",GFDLCM3-rcp45,556447.5359808
2103,"Lakeview District",GFDLCM3-rcp85,520881.2557494
2103,"Lakeview District",HadGEM2ES-rcp45,496257.0051392
2103,"Lakeview District",HadGEM2ES-rcp85,434755.1272565
2103,"Lakeview District",NoClimate,625089.0005711
2103,"Medford District",CCSM4-rcp45,5530554.59261019
2103,"Medford District",CCSM4-rcp85,4856630.69426581
2103,"Medford District",Ensemble-rcp45,6320206.9878588
2103,"Medford District",Ensemble-rcp85,4662322.74204499
2103,"Medford District",GFDLCM3-rcp45,6071972.7927575
2103,"Medford District",GFDLCM3-rcp85,4546820.67144411
2103,"Medford District",HadGEM2ES-rcp45,5380200.04705331
2103,"Medford District",HadGEM2ES-rcp85,3165065.0998435
2103,"Medford District",NoClimate,7114811.955557
2103,"Roseburg District",CCSM4-rcp45,4035426.5662098
2103,"Roseburg District",CCSM4-rcp85,2979721.4922019
2103,"Roseburg District",Ensemble-rcp45,4102067.9930047
2103,"Roseburg District",Ensemble-rcp85,3039490.176215
2103,"Roseburg District",GFDLCM3-rcp45,3908339.2232676
2103,"Roseburg District",GFDLCM3-rcp85,2867983.6872177
2103,"Roseburg District",HadGEM2ES-rcp45,3679232.8168218
2103,"Roseburg District",HadGEM2ES-rcp85,2320624.0524085
2103,"Roseburg District",NoClimate,4502854.4475056
2103,"Salem District",CCSM4-rcp45,4371078.8061317
2103,"Salem District",CCSM4-rcp85,4032208.1586463
2103,"Salem District",Ensemble-rcp45,4372122.0080741
2103,"Salem District",Ensemble-rcp85,3924643.4431154
2103,"Salem District",GFDLCM3-rcp45,4152732.9266164
2103,"Salem District",GFDLCM3-rcp85,3671810.6407415
2103,"Salem District",HadGEM2ES-rcp45,4173369.7775043
2103,"Salem District",HadGEM2ES-rcp85,3625343.8319016
2103,"Salem District",NoClimate,4827115.9242204
2108,"Coos Bay District",CCSM4-rcp45,4016587.6892653
2108,"Coos Bay District",CCSM4-rcp85,3235284.2561845
2108,"Coos Bay District",Ensemble-rcp45,4006136.9541838
2108,"Coos Bay District",Ensemble-rcp85,3058935.8656624
2108,"Coos Bay District",GFDLCM3-rcp45,3715714.3928034
2108,"Coos Bay District",GFDLCM3-rcp85,2851702.6646954
2108,"Coos Bay District",HadGEM2ES-rcp45,3612512.20698031
2108,"Coos Bay District",HadGEM2ES-rcp85,2380737.2211924
2108,"Coos Bay District",NoClimate,4406814.5371477
2108,"Eugene District",CCSM4-rcp45,3514613.0158844
2108,"Eugene District",CCSM4-rcp85,2773352.1286507
2108,"Eugene District",Ensemble-rcp45,3546856.8981162
2108,"Eugene District",Ensemble-rcp85,2909973.545029
2108,"Eugene District",GFDLCM3-rcp45,3385467.8357766
2108,"Eugene District",GFDLCM3-rcp85,2746720.040589
2108,"Eugene District",HadGEM2ES-rcp45,3394116.8734398
2108,"Eugene District",HadGEM2ES-rcp85,2361197.4058729
2108,"Eugene District",NoClimate,3807972.6146475
2108,"Lakeview District",CCSM4-rcp45,562247.703691
2108,"Lakeview District",CCSM4-rcp85,377667.8681753
2108,"Lakeview District",Ensemble-rcp45,527854.7806234
2108,"Lakeview District",Ensemble-rcp85,578041.1110745
2108,"Lakeview District",GFDLCM3-rcp45,583087.9283181
2108,"Lakeview District",GFDLCM3-rcp85,521879.9198571
2108,"Lakeview District",HadGEM2ES-rcp45,517707.8163669
2108,"Lakeview District",HadGEM2ES-rcp85,449164.5320093
2108,"Lakeview District",NoClimate,649010.1264336
2108,"Medford District",CCSM4-rcp45,5644375.90376101
2108,"Medford District",CCSM4-rcp85,4697460.8558831
2108,"Medford District",Ensemble-rcp45,6427602.6976173
2108,"Medford District",Ensemble-rcp85,4551961.01542319
2108,"Medford District",GFDLCM3-rcp45,6154536.94146961
2108,"Medford District",GFDLCM3-rcp85,4439703.8541671
2108,"Medford District",HadGEM2ES-rcp45,5428523.33785252
2108,"Medford District",HadGEM2ES-rcp85,3028319.8371288
2108,"Medford District",NoClimate,7263816.61235179
2108,"Roseburg District",CCSM4-rcp45,4082610.4929962
2108,"Roseburg District",CCSM4-rcp85,2888056.0652958
2108,"Roseburg District",Ensemble-rcp45,4149252.5967971
2108,"Roseburg District",Ensemble-rcp85,2956562.7450763
2108,"Roseburg District",GFDLCM3-rcp45,3954213.6197241
2108,"Roseburg District",GFDLCM3-rcp85,2790214.4482363
2108,"Roseburg District",HadGEM2ES-rcp45,3681361.9287019
2108,"Roseburg District",HadGEM2ES-rcp85,2254153.8898957
2108,"Roseburg District",NoClimate,4575363.908181
2108,"Salem District",CCSM4-rcp45,4426319.9408867
2108,"Salem District",CCSM4-rcp85,4035137.25251521
2108,"Salem District",Ensemble-rcp45,4414954.7151344
2108,"Salem District",Ensemble-rcp85,3903219.1941189
2108,"Salem District",GFDLCM3-rcp45,4181031.5971054
2108,"Salem District",GFDLCM3-rcp85,3635223.6952856
2108,"Salem District",HadGEM2ES-rcp45,4206843.4910505
2108,"Salem District",HadGEM2ES-rcp85,3547242.6500333
2108,"Salem District",NoClimate,4897918.1634722
