year,climate,fortype,acres
2058,NoClimate,261,529.426534
2058,NoClimate,262,203.700796
2058,NoClimate,263,95.579285
2058,NoClimate,264,646.323231
2058,NoClimate,267,464.96531
2058,NoClimate,268,72.005217
2058,NoClimate,281,129.071563
2058,NoClimate,301,3564.332963
2058,NoClimate,304,694.302542
2058,NoClimate,305,45.444866
2058,NoClimate,361,39.998745
2058,NoClimate,709,56.033172
2058,NoClimate,722,83.187351
2058,NoClimate,911,3714.544981
2058,NoClimate,912,613.582259
2058,NoClimate,922,466.304453
2058,NoClimate,923,2793.831537
2058,NoClimate,932,1773.189193
2058,NoClimate,941,3208.242512
2058,NoClimate,943,262.27787
2058,NoClimate,951,2609.131516
2058,NoClimate,997,371.191676
2058,NoClimate,998,304.339527
2058,NoClimate,999,123.53715
2063,CCSM4-rcp45,183,984.551517
2063,CCSM4-rcp45,201,82609.500635
2063,CCSM4-rcp45,221,9035.83931100001
2063,CCSM4-rcp45,222,277.359175
2063,CCSM4-rcp45,223,2514.420595
2063,CCSM4-rcp45,224,2268.26533
2063,CCSM4-rcp45,261,357.621034
2063,CCSM4-rcp45,264,133.3375
2063,CCSM4-rcp45,267,39.998745
2063,CCSM4-rcp45,301,993.882659
2063,CCSM4-rcp45,304,176.428998
2063,CCSM4-rcp45,305,55.028905
2063,CCSM4-rcp45,361,33.952831
2063,CCSM4-rcp45,702,154.119048
2063,CCSM4-rcp45,704,40.369536
2063,CCSM4-rcp45,709,271.276371
2063,CCSM4-rcp45,722,260.322778
2063,CCSM4-rcp45,911,2983.653352
2063,CCSM4-rcp45,912,1751.379512
2063,CCSM4-rcp45,922,594.109743
2063,CCSM4-rcp45,923,3262.280847
2063,CCSM4-rcp45,924,328.889313
2063,CCSM4-rcp45,925,49.134912
2063,CCSM4-rcp45,932,6067.345229
2063,CCSM4-rcp45,941,2574.265237
2063,CCSM4-rcp45,942,24.925645
2063,CCSM4-rcp45,943,682.728959
2063,CCSM4-rcp45,951,2128.213217
2063,CCSM4-rcp45,997,417.606206
2063,CCSM4-rcp45,998,670.892982
2063,CCSM4-rcp45,999,577.556458
2063,CCSM4-rcp85,201,92010.2487899999
2063,CCSM4-rcp85,221,10100.533311
2063,CCSM4-rcp85,222,164.889301
2063,CCSM4-rcp85,224,433.661589
2063,CCSM4-rcp85,261,224.983081
2063,CCSM4-rcp85,264,449.304497
2063,CCSM4-rcp85,267,1535.109786
2063,CCSM4-rcp85,301,640.633385
2063,CCSM4-rcp85,304,250.630898
2063,CCSM4-rcp85,305,55.028905
2063,CCSM4-rcp85,703,16.173472
2063,CCSM4-rcp85,709,104.429476
2063,CCSM4-rcp85,722,165.377268
2063,CCSM4-rcp85,911,2915.948137
2063,CCSM4-rcp85,912,2104.513778
2063,CCSM4-rcp85,922,437.964509
2063,CCSM4-rcp85,923,2674.226416
2063,CCSM4-rcp85,924,40.671391
2063,CCSM4-rcp85,932,1520.693663
2063,CCSM4-rcp85,941,1950.50788
2063,CCSM4-rcp85,943,476.408993
2063,CCSM4-rcp85,951,1092.703151
2063,CCSM4-rcp85,997,325.870335
2063,CCSM4-rcp85,998,488.103963
2063,CCSM4-rcp85,999,2140.640605
2063,Ensemble-rcp45,183,1394.365067
2063,Ensemble-rcp45,201,87148.326355
2063,Ensemble-rcp45,202,19.127166
2063,Ensemble-rcp45,221,11642.354362
2063,Ensemble-rcp45,222,556.485737
2063,Ensemble-rcp45,223,602.435619
2063,Ensemble-rcp45,224,735.617586
2063,Ensemble-rcp45,261,172.962229
2063,Ensemble-rcp45,264,499.312945
2063,Ensemble-rcp45,267,224.381411
2063,Ensemble-rcp45,301,953.520848
2063,Ensemble-rcp45,304,92.915819
2063,Ensemble-rcp45,305,55.028905
2063,Ensemble-rcp45,702,23.535287
2063,Ensemble-rcp45,704,16.525792
2063,Ensemble-rcp45,709,31.840549
2063,Ensemble-rcp45,722,43.882239
2063,Ensemble-rcp45,911,3951.559692
2063,Ensemble-rcp45,912,1606.136506
2063,Ensemble-rcp45,922,1132.11055
2063,Ensemble-rcp45,923,2425.061591
2063,Ensemble-rcp45,924,146.195553
2063,Ensemble-rcp45,932,2284.185432
2063,Ensemble-rcp45,941,2734.019255
2063,Ensemble-rcp45,942,30.261638
2063,Ensemble-rcp45,943,499.654167
2063,Ensemble-rcp45,951,1819.117126
2063,Ensemble-rcp45,997,403.920075
2063,Ensemble-rcp45,998,510.589743
2063,Ensemble-rcp45,999,563.827336
2063,Ensemble-rcp85,183,493.517531
2063,Ensemble-rcp85,201,83439.109872
2063,Ensemble-rcp85,202,19.127166
2063,Ensemble-rcp85,221,12975.54056
2063,Ensemble-rcp85,222,461.481441
2063,Ensemble-rcp85,223,292.596342
2063,Ensemble-rcp85,224,451.651672
2063,Ensemble-rcp85,261,286.300087
2063,Ensemble-rcp85,264,313.313906
2063,Ensemble-rcp85,267,410.156867
2063,Ensemble-rcp85,301,797.612878
2063,Ensemble-rcp85,304,167.708516
2063,Ensemble-rcp85,305,77.747305
2063,Ensemble-rcp85,702,170.82869
2063,Ensemble-rcp85,704,16.525792
2063,Ensemble-rcp85,709,298.109087
2063,Ensemble-rcp85,722,376.196143
2063,Ensemble-rcp85,911,3785.536388
2063,Ensemble-rcp85,912,2501.602541
2063,Ensemble-rcp85,922,1390.889495
2063,Ensemble-rcp85,923,1889.477418
2063,Ensemble-rcp85,924,231.624
2063,Ensemble-rcp85,925,91.32558
2063,Ensemble-rcp85,932,3987.919522
2063,Ensemble-rcp85,941,2505.419868
2063,Ensemble-rcp85,942,27.815084
2063,Ensemble-rcp85,943,712.91236
2063,Ensemble-rcp85,951,2022.187124
2063,Ensemble-rcp85,997,553.985716
2063,Ensemble-rcp85,998,712.505584
2063,Ensemble-rcp85,999,858.532045
2063,GFDLCM3-rcp45,183,548.54889
2063,GFDLCM3-rcp45,201,89021.887787
2063,GFDLCM3-rcp45,221,11590.795846
2063,GFDLCM3-rcp45,222,257.236306
2063,GFDLCM3-rcp45,224,770.332227
2063,GFDLCM3-rcp45,261,276.246811
2063,GFDLCM3-rcp45,264,386.351166
2063,GFDLCM3-rcp45,267,1258.96244
2063,GFDLCM3-rcp45,301,807.109908
2063,GFDLCM3-rcp45,304,235.842997
2063,GFDLCM3-rcp45,305,126.829463
2063,GFDLCM3-rcp45,702,30.994655
2063,GFDLCM3-rcp45,704,16.525792
2063,GFDLCM3-rcp45,709,63.348173
2063,GFDLCM3-rcp45,722,166.147833
2063,GFDLCM3-rcp45,911,3887.024321
2063,GFDLCM3-rcp45,912,2392.005063
2063,GFDLCM3-rcp45,922,889.193713
2063,GFDLCM3-rcp45,923,2530.123137
2063,GFDLCM3-rcp45,924,94.700623
2063,GFDLCM3-rcp45,925,14.244617
2063,GFDLCM3-rcp45,932,1905.538136
2063,GFDLCM3-rcp45,941,1431.63043
2063,GFDLCM3-rcp45,942,5.495208
2063,GFDLCM3-rcp45,943,474.232207
2063,GFDLCM3-rcp45,951,1133.39751
2063,GFDLCM3-rcp45,996,20.066191
2063,GFDLCM3-rcp45,997,355.644718
2063,GFDLCM3-rcp45,998,666.901
2063,GFDLCM3-rcp45,999,961.899412
2063,GFDLCM3-rcp85,201,82250.203655
2063,GFDLCM3-rcp85,221,12606.696377
2063,GFDLCM3-rcp85,222,196.070295
2063,GFDLCM3-rcp85,224,866.718033
2063,GFDLCM3-rcp85,261,262.678258
2063,GFDLCM3-rcp85,264,294.132882
2063,GFDLCM3-rcp85,267,968.585451
2063,GFDLCM3-rcp85,301,268.517391
2063,GFDLCM3-rcp85,304,137.154385
2063,GFDLCM3-rcp85,305,64.023958
2063,GFDLCM3-rcp85,702,594.975612
2063,GFDLCM3-rcp85,703,16.173472
2063,GFDLCM3-rcp85,704,134.486481
2063,GFDLCM3-rcp85,709,554.786592
2063,GFDLCM3-rcp85,722,304.547524
2063,GFDLCM3-rcp85,911,3105.678923
2063,GFDLCM3-rcp85,912,3654.805121
2063,GFDLCM3-rcp85,922,1806.569413
2063,GFDLCM3-rcp85,923,1938.507326
2063,GFDLCM3-rcp85,924,1572.957175
2063,GFDLCM3-rcp85,925,330.349031
2063,GFDLCM3-rcp85,932,3787.468013
2063,GFDLCM3-rcp85,941,1964.076578
2063,GFDLCM3-rcp85,942,35.972737
2063,GFDLCM3-rcp85,943,1008.403408
2063,GFDLCM3-rcp85,951,895.33101
2063,GFDLCM3-rcp85,997,560.119712
2063,GFDLCM3-rcp85,998,1093.71033
2063,GFDLCM3-rcp85,999,1045.557437
2063,HadGEM2ES-rcp45,183,271.932156
2063,HadGEM2ES-rcp45,201,86137.974367
2063,HadGEM2ES-rcp45,221,9604.914772
2063,HadGEM2ES-rcp45,222,396.262991
2063,HadGEM2ES-rcp45,223,68.055113
2063,HadGEM2ES-rcp45,224,1427.773799
2063,HadGEM2ES-rcp45,261,475.498163
2063,HadGEM2ES-rcp45,264,297.094227
2063,HadGEM2ES-rcp45,267,29.367844
2063,HadGEM2ES-rcp45,301,350.32401
2063,HadGEM2ES-rcp45,304,218.607523
2063,HadGEM2ES-rcp45,305,55.028905
2063,HadGEM2ES-rcp45,702,14.768416
2063,HadGEM2ES-rcp45,704,16.525792
2063,HadGEM2ES-rcp45,709,27.6615
2063,HadGEM2ES-rcp45,722,306.42717
2063,HadGEM2ES-rcp45,911,3248.319405
2063,HadGEM2ES-rcp45,912,2100.174084
2063,HadGEM2ES-rcp45,922,1806.66004
2063,HadGEM2ES-rcp45,923,2805.300342
2063,HadGEM2ES-rcp45,924,330.671956
2063,HadGEM2ES-rcp45,925,156.449551
2063,HadGEM2ES-rcp45,932,5519.766373
2063,HadGEM2ES-rcp45,941,1878.460108
2063,HadGEM2ES-rcp45,942,58.076722
2063,HadGEM2ES-rcp45,943,489.067809
2063,HadGEM2ES-rcp45,951,1452.465276
2063,HadGEM2ES-rcp45,953,264.598327
2063,HadGEM2ES-rcp45,997,783.528975
2063,HadGEM2ES-rcp45,998,496.747295
2063,HadGEM2ES-rcp45,999,1230.753569
2063,HadGEM2ES-rcp85,201,67739.9099579999
2063,HadGEM2ES-rcp85,221,10570.424337
2063,HadGEM2ES-rcp85,222,147.158402
2063,HadGEM2ES-rcp85,223,639.54879
2063,HadGEM2ES-rcp85,224,491.884112
2063,HadGEM2ES-rcp85,261,165.064967
2063,HadGEM2ES-rcp85,264,25.782528
2063,HadGEM2ES-rcp85,267,61.743663
2063,HadGEM2ES-rcp85,301,163.344997
2063,HadGEM2ES-rcp85,304,6.962851
2063,HadGEM2ES-rcp85,305,36.46499
2063,HadGEM2ES-rcp85,361,9.877297
2063,HadGEM2ES-rcp85,702,1606.255142
2063,HadGEM2ES-rcp85,703,16.173472
2063,HadGEM2ES-rcp85,704,1528.430484
2063,HadGEM2ES-rcp85,709,1801.864153
2063,HadGEM2ES-rcp85,722,35.078987
2063,HadGEM2ES-rcp85,911,2595.013498
2063,HadGEM2ES-rcp85,912,5189.31415
2063,HadGEM2ES-rcp85,922,1407.804537
2063,HadGEM2ES-rcp85,923,2129.201333
2063,HadGEM2ES-rcp85,924,1361.409466
2063,HadGEM2ES-rcp85,925,998.869574
2063,HadGEM2ES-rcp85,932,9325.334606
2063,HadGEM2ES-rcp85,941,2015.706718
2063,HadGEM2ES-rcp85,942,88.018497
2063,HadGEM2ES-rcp85,943,2886.568078
2063,HadGEM2ES-rcp85,951,1366.067309
2063,HadGEM2ES-rcp85,996,42.914675
2063,HadGEM2ES-rcp85,997,1501.041679
2063,HadGEM2ES-rcp85,998,1691.376866
2063,HadGEM2ES-rcp85,999,4674.646464
2063,NoClimate,183,1747.753793
2063,NoClimate,201,87338.373965
2063,NoClimate,202,19.127166
2063,NoClimate,221,8898.01885000001
2063,NoClimate,222,550.38607
2063,NoClimate,224,1106.287001
2063,NoClimate,241,121.378721
2063,NoClimate,261,529.426534
2063,NoClimate,262,203.700796
2063,NoClimate,263,127.654386
2063,NoClimate,264,620.540703
2063,NoClimate,267,456.274568
2063,NoClimate,268,72.005217
2063,NoClimate,281,129.071563
2063,NoClimate,301,3830.830189
2063,NoClimate,304,771.327359
2063,NoClimate,305,45.444866
2063,NoClimate,361,39.998745
2063,NoClimate,709,38.999431
2063,NoClimate,722,40.206165
2063,NoClimate,911,3662.439813
2063,NoClimate,912,616.469665
2063,NoClimate,922,456.97342
2063,NoClimate,923,2626.675579
2063,NoClimate,932,1699.856573
2063,NoClimate,941,3103.021173
2063,NoClimate,943,256.624488
2063,NoClimate,951,2311.675762
2063,NoClimate,997,365.728129
2063,NoClimate,998,332.989495
2063,NoClimate,999,199.996395
2068,CCSM4-rcp45,183,933.226122
2068,CCSM4-rcp45,201,83283.5664759999
2068,CCSM4-rcp45,221,9233.516134
2068,CCSM4-rcp45,222,241.001592
2068,CCSM4-rcp45,223,2239.16702
2068,CCSM4-rcp45,224,2280.443095
2068,CCSM4-rcp45,261,357.621034
2068,CCSM4-rcp45,264,133.3375
2068,CCSM4-rcp45,267,39.998745
2068,CCSM4-rcp45,301,921.691551
2068,CCSM4-rcp45,304,208.454337
2068,CCSM4-rcp45,305,55.028905
2068,CCSM4-rcp45,361,33.952831
2068,CCSM4-rcp45,702,192.940996
2068,CCSM4-rcp45,704,40.369536
2068,CCSM4-rcp45,709,251.947329
2068,CCSM4-rcp45,722,461.689719
2068,CCSM4-rcp45,911,2761.249967
2068,CCSM4-rcp45,912,1754.057993
2068,CCSM4-rcp45,922,529.339307
2068,CCSM4-rcp45,923,3319.257799
2068,CCSM4-rcp45,924,414.487963
2068,CCSM4-rcp45,925,57.603682
2068,CCSM4-rcp45,932,6061.087429
2068,CCSM4-rcp45,941,2516.183667
2068,CCSM4-rcp45,942,24.925645
2068,CCSM4-rcp45,943,687.955515
2068,CCSM4-rcp45,951,1829.346907
2068,CCSM4-rcp45,997,388.683559
2068,CCSM4-rcp45,998,606.54783
2068,CCSM4-rcp45,999,460.576395
2068,CCSM4-rcp85,201,91220.974692
2068,CCSM4-rcp85,221,10780.502256
2068,CCSM4-rcp85,222,147.325925
2068,CCSM4-rcp85,224,396.282414
2068,CCSM4-rcp85,261,215.566471
2068,CCSM4-rcp85,264,414.751963
2068,CCSM4-rcp85,267,1618.766573
2068,CCSM4-rcp85,301,667.60448
2068,CCSM4-rcp85,304,264.865191
2068,CCSM4-rcp85,305,55.028905
2068,CCSM4-rcp85,703,16.173472
2068,CCSM4-rcp85,704,16.525792
2068,CCSM4-rcp85,709,94.07138
2068,CCSM4-rcp85,722,213.036966
2068,CCSM4-rcp85,911,2991.235611
2068,CCSM4-rcp85,912,2121.062278
2068,CCSM4-rcp85,922,415.876081
2068,CCSM4-rcp85,923,2746.528154
2068,CCSM4-rcp85,924,48.831412
2068,CCSM4-rcp85,932,1527.837882
2068,CCSM4-rcp85,941,1899.028667
2068,CCSM4-rcp85,943,451.133535
2068,CCSM4-rcp85,951,725.914226
2068,CCSM4-rcp85,997,298.411142
2068,CCSM4-rcp85,998,527.903645
2068,CCSM4-rcp85,999,2444.017467
2068,Ensemble-rcp45,183,1359.286838
2068,Ensemble-rcp45,201,87535.887945
2068,Ensemble-rcp45,202,19.127166
2068,Ensemble-rcp45,221,12072.213831
2068,Ensemble-rcp45,222,493.953284
2068,Ensemble-rcp45,223,661.738335
2068,Ensemble-rcp45,224,662.534886
2068,Ensemble-rcp45,261,186.113669
2068,Ensemble-rcp45,264,499.312945
2068,Ensemble-rcp45,267,187.541176
2068,Ensemble-rcp45,301,899.48433
2068,Ensemble-rcp45,304,140.748834
2068,Ensemble-rcp45,305,55.028905
2068,Ensemble-rcp45,702,23.535287
2068,Ensemble-rcp45,704,16.525792
2068,Ensemble-rcp45,709,31.840549
2068,Ensemble-rcp45,722,54.214259
2068,Ensemble-rcp45,911,3791.992766
2068,Ensemble-rcp45,912,1721.256597
2068,Ensemble-rcp45,922,1018.110413
2068,Ensemble-rcp45,923,2326.252242
2068,Ensemble-rcp45,924,151.600709
2068,Ensemble-rcp45,925,9.292803
2068,Ensemble-rcp45,932,2323.268238
2068,Ensemble-rcp45,941,2701.993677
2068,Ensemble-rcp45,942,30.261638
2068,Ensemble-rcp45,943,483.423845
2068,Ensemble-rcp45,951,1634.409226
2068,Ensemble-rcp45,997,382.770263
2068,Ensemble-rcp45,998,531.326436
2068,Ensemble-rcp45,999,314.209696
2068,Ensemble-rcp85,183,189.250705
2068,Ensemble-rcp85,201,81476.4221830001
2068,Ensemble-rcp85,202,19.127166
2068,Ensemble-rcp85,221,13674.738884
2068,Ensemble-rcp85,222,439.038203
2068,Ensemble-rcp85,223,305.898148
2068,Ensemble-rcp85,224,391.820284
2068,Ensemble-rcp85,261,286.300087
2068,Ensemble-rcp85,264,345.898166
2068,Ensemble-rcp85,267,413.876084
2068,Ensemble-rcp85,301,732.888842
2068,Ensemble-rcp85,304,178.011621
2068,Ensemble-rcp85,305,77.747305
2068,Ensemble-rcp85,702,263.942818
2068,Ensemble-rcp85,703,16.173472
2068,Ensemble-rcp85,704,109.422675
2068,Ensemble-rcp85,709,510.313376
2068,Ensemble-rcp85,722,447.797949
2068,Ensemble-rcp85,911,3775.678904
2068,Ensemble-rcp85,912,2968.741617
2068,Ensemble-rcp85,922,1388.289182
2068,Ensemble-rcp85,923,1800.977607
2068,Ensemble-rcp85,924,196.407864
2068,Ensemble-rcp85,925,144.324027
2068,Ensemble-rcp85,932,4366.800651
2068,Ensemble-rcp85,941,2446.130771
2068,Ensemble-rcp85,942,69.275397
2068,Ensemble-rcp85,943,946.339994
2068,Ensemble-rcp85,951,1930.893671
2068,Ensemble-rcp85,997,551.28007
2068,Ensemble-rcp85,998,851.74372
2068,Ensemble-rcp85,999,1003.705137
2068,GFDLCM3-rcp45,183,231.154618
2068,GFDLCM3-rcp45,201,88480.125048
2068,GFDLCM3-rcp45,221,12265.972441
2068,GFDLCM3-rcp45,222,209.453371
2068,GFDLCM3-rcp45,224,713.798071
2068,GFDLCM3-rcp45,261,340.034132
2068,GFDLCM3-rcp45,264,348.504737
2068,GFDLCM3-rcp45,267,1193.459756
2068,GFDLCM3-rcp45,301,809.422758
2068,GFDLCM3-rcp45,304,186.485888
2068,GFDLCM3-rcp45,305,133.894898
2068,GFDLCM3-rcp45,702,91.404
2068,GFDLCM3-rcp45,704,16.525792
2068,GFDLCM3-rcp45,709,176.982566
2068,GFDLCM3-rcp45,722,108.544354
2068,GFDLCM3-rcp45,911,3836.552377
2068,GFDLCM3-rcp45,912,2882.259796
2068,GFDLCM3-rcp45,922,813.477495
2068,GFDLCM3-rcp45,923,2500.881298
2068,GFDLCM3-rcp45,924,147.339191
2068,GFDLCM3-rcp45,925,158.220205
2068,GFDLCM3-rcp45,932,1935.796429
2068,GFDLCM3-rcp45,941,1329.679755
2068,GFDLCM3-rcp45,942,39.370769
2068,GFDLCM3-rcp45,943,515.297624
2068,GFDLCM3-rcp45,951,920.824093
2068,GFDLCM3-rcp45,996,20.066191
2068,GFDLCM3-rcp45,997,362.149064
2068,GFDLCM3-rcp45,998,665.260767
2068,GFDLCM3-rcp45,999,886.319096
2068,GFDLCM3-rcp85,201,79080.695458
2068,GFDLCM3-rcp85,221,12586.252521
2068,GFDLCM3-rcp85,222,196.070295
2068,GFDLCM3-rcp85,224,768.002539
2068,GFDLCM3-rcp85,261,282.928709
2068,GFDLCM3-rcp85,264,262.142366
2068,GFDLCM3-rcp85,267,963.525147
2068,GFDLCM3-rcp85,301,221.283899
2068,GFDLCM3-rcp85,304,110.575834
2068,GFDLCM3-rcp85,305,80.715261
2068,GFDLCM3-rcp85,702,1054.923159
2068,GFDLCM3-rcp85,703,16.173472
2068,GFDLCM3-rcp85,704,238.986134
2068,GFDLCM3-rcp85,709,738.478419
2068,GFDLCM3-rcp85,722,57.013972
2068,GFDLCM3-rcp85,911,3144.615626
2068,GFDLCM3-rcp85,912,4638.110352
2068,GFDLCM3-rcp85,922,2141.58243
2068,GFDLCM3-rcp85,923,1713.021958
2068,GFDLCM3-rcp85,924,2438.87507
2068,GFDLCM3-rcp85,925,476.37753
2068,GFDLCM3-rcp85,932,4586.921302
2068,GFDLCM3-rcp85,941,2092.046429
2068,GFDLCM3-rcp85,942,67.487712
2068,GFDLCM3-rcp85,943,1223.314393
2068,GFDLCM3-rcp85,951,505.667614
2068,GFDLCM3-rcp85,997,725.97811
2068,GFDLCM3-rcp85,998,1135.801353
2068,GFDLCM3-rcp85,999,771.689516
2068,HadGEM2ES-rcp45,183,193.408125
2068,HadGEM2ES-rcp45,201,86366.4612679999
2068,HadGEM2ES-rcp45,221,10098.667259
2068,HadGEM2ES-rcp45,222,364.198359
2068,HadGEM2ES-rcp45,223,58.87072
2068,HadGEM2ES-rcp45,224,1395.381149
2068,HadGEM2ES-rcp45,261,434.630642
2068,HadGEM2ES-rcp45,264,259.677598
2068,HadGEM2ES-rcp45,301,305.156241
2068,HadGEM2ES-rcp45,304,181.01927
2068,HadGEM2ES-rcp45,305,55.028905
2068,HadGEM2ES-rcp45,702,87.40556
2068,HadGEM2ES-rcp45,704,24.994562
2068,HadGEM2ES-rcp45,709,84.387993
2068,HadGEM2ES-rcp45,722,394.254141
2068,HadGEM2ES-rcp45,911,3198.918986
2068,HadGEM2ES-rcp45,912,2108.937845
2068,HadGEM2ES-rcp45,922,1852.769889
2068,HadGEM2ES-rcp45,923,2833.884486
2068,HadGEM2ES-rcp45,924,352.752012
2068,HadGEM2ES-rcp45,925,331.965816
2068,HadGEM2ES-rcp45,932,5695.45324800001
2068,HadGEM2ES-rcp45,941,1635.241147
2068,HadGEM2ES-rcp45,943,571.999799
2068,HadGEM2ES-rcp45,951,1068.350566
2068,HadGEM2ES-rcp45,953,196.708481
2068,HadGEM2ES-rcp45,997,763.125227
2068,HadGEM2ES-rcp45,998,529.061212
2068,HadGEM2ES-rcp45,999,876.546074
2068,HadGEM2ES-rcp85,201,59247.5745869999
2068,HadGEM2ES-rcp85,221,10951.303273
2068,HadGEM2ES-rcp85,222,106.821154
2068,HadGEM2ES-rcp85,223,625.450911
2068,HadGEM2ES-rcp85,224,381.170562
2068,HadGEM2ES-rcp85,261,186.885326
2068,HadGEM2ES-rcp85,267,21.744918
2068,HadGEM2ES-rcp85,301,154.659661
2068,HadGEM2ES-rcp85,305,36.46499
2068,HadGEM2ES-rcp85,361,9.877297
2068,HadGEM2ES-rcp85,702,2225.500332
2068,HadGEM2ES-rcp85,703,23.614212
2068,HadGEM2ES-rcp85,704,2960.515089
2068,HadGEM2ES-rcp85,709,3560.266889
2068,HadGEM2ES-rcp85,911,2380.068193
2068,HadGEM2ES-rcp85,912,7415.066084
2068,HadGEM2ES-rcp85,922,1269.860784
2068,HadGEM2ES-rcp85,923,1832.325243
2068,HadGEM2ES-rcp85,924,3265.362165
2068,HadGEM2ES-rcp85,925,1635.765227
2068,HadGEM2ES-rcp85,932,11561.899407
2068,HadGEM2ES-rcp85,941,1821.31766
2068,HadGEM2ES-rcp85,942,267.426761
2068,HadGEM2ES-rcp85,943,3211.770663
2068,HadGEM2ES-rcp85,951,978.949185
2068,HadGEM2ES-rcp85,996,42.914675
2068,HadGEM2ES-rcp85,997,1569.451221
2068,HadGEM2ES-rcp85,998,1755.590886
2068,HadGEM2ES-rcp85,999,2819.639225
2068,NoClimate,183,1747.753793
2068,NoClimate,201,87669.466913
2068,NoClimate,202,19.127166
2068,NoClimate,221,9023.51152400001
2068,NoClimate,222,550.38607
2068,NoClimate,224,1138.555405
2068,NoClimate,241,121.378721
2068,NoClimate,261,587.411089
2068,NoClimate,262,203.700796
2068,NoClimate,263,127.654386
2068,NoClimate,264,660.539448
2068,NoClimate,267,419.308661
2068,NoClimate,268,72.005217
2068,NoClimate,281,129.071563
2068,NoClimate,301,4143.117774
2068,NoClimate,304,782.102915
2068,NoClimate,305,26.880951
2068,NoClimate,361,39.998745
2068,NoClimate,709,38.999431
2068,NoClimate,722,40.206165
2068,NoClimate,911,3587.980642
2068,NoClimate,912,580.357339
2068,NoClimate,922,390.69293
2068,NoClimate,923,2404.591681
2068,NoClimate,932,1639.549834
2068,NoClimate,941,3072.370664
2068,NoClimate,943,242.782069
2068,NoClimate,951,2079.077289
2068,NoClimate,997,330.885873
2068,NoClimate,998,342.686417
2068,NoClimate,999,107.105109
2073,CCSM4-rcp45,183,933.226122
2073,CCSM4-rcp45,201,83568.8106499999
2073,CCSM4-rcp45,221,9460.098047
2073,CCSM4-rcp45,222,201.219299
2073,CCSM4-rcp45,223,1806.639091
2073,CCSM4-rcp45,224,2309.181332
2073,CCSM4-rcp45,261,357.621034
2073,CCSM4-rcp45,264,133.3375
2073,CCSM4-rcp45,267,39.998745
2073,CCSM4-rcp45,301,921.691551
2073,CCSM4-rcp45,304,164.49139
2073,CCSM4-rcp45,305,55.028905
2073,CCSM4-rcp45,361,33.952831
2073,CCSM4-rcp45,702,140.0028
2073,CCSM4-rcp45,704,40.369536
2073,CCSM4-rcp45,709,243.930017
2073,CCSM4-rcp45,722,678.102027
2073,CCSM4-rcp45,911,2615.169927
2073,CCSM4-rcp45,912,1746.155558
2073,CCSM4-rcp45,922,556.193276
2073,CCSM4-rcp45,923,3143.043695
2073,CCSM4-rcp45,924,496.62912
2073,CCSM4-rcp45,925,100.122164
2073,CCSM4-rcp45,932,5974.486264
2073,CCSM4-rcp45,941,2507.363687
2073,CCSM4-rcp45,943,720.542859
2073,CCSM4-rcp45,951,1776.502684
2073,CCSM4-rcp45,997,417.366447
2073,CCSM4-rcp45,998,639.692202
2073,CCSM4-rcp45,999,538.28782
2073,CCSM4-rcp85,201,89536.6888329999
2073,CCSM4-rcp85,221,11274.854858
2073,CCSM4-rcp85,222,35.359616
2073,CCSM4-rcp85,224,307.676565
2073,CCSM4-rcp85,261,296.520956
2073,CCSM4-rcp85,264,400.985725
2073,CCSM4-rcp85,267,1597.844247
2073,CCSM4-rcp85,301,705.720887
2073,CCSM4-rcp85,304,372.307548
2073,CCSM4-rcp85,305,55.028905
2073,CCSM4-rcp85,702,35.046437
2073,CCSM4-rcp85,703,16.173472
2073,CCSM4-rcp85,704,33.559533
2073,CCSM4-rcp85,709,239.163661
2073,CCSM4-rcp85,722,315.4903
2073,CCSM4-rcp85,911,3080.844971
2073,CCSM4-rcp85,912,2437.358652
2073,CCSM4-rcp85,922,487.8266
2073,CCSM4-rcp85,923,1982.11798
2073,CCSM4-rcp85,924,101.112303
2073,CCSM4-rcp85,932,1541.844677
2073,CCSM4-rcp85,941,1838.713339
2073,CCSM4-rcp85,943,679.265785
2073,CCSM4-rcp85,951,425.712913
2073,CCSM4-rcp85,997,287.011211
2073,CCSM4-rcp85,998,655.925766
2073,CCSM4-rcp85,999,3579.10084
2073,Ensemble-rcp45,183,1319.288093
2073,Ensemble-rcp45,201,87327.01588
2073,Ensemble-rcp45,202,19.127166
2073,Ensemble-rcp45,221,11974.547507
2073,Ensemble-rcp45,222,447.344515
2073,Ensemble-rcp45,223,691.112327
2073,Ensemble-rcp45,224,626.73684
2073,Ensemble-rcp45,261,257.552624
2073,Ensemble-rcp45,264,499.312945
2073,Ensemble-rcp45,267,187.541176
2073,Ensemble-rcp45,301,777.540248
2073,Ensemble-rcp45,304,156.335953
2073,Ensemble-rcp45,305,55.028905
2073,Ensemble-rcp45,702,23.535287
2073,Ensemble-rcp45,704,16.525792
2073,Ensemble-rcp45,709,66.56623
2073,Ensemble-rcp45,722,86.037552
2073,Ensemble-rcp45,911,3652.331041
2073,Ensemble-rcp45,912,1963.228136
2073,Ensemble-rcp45,922,942.538843
2073,Ensemble-rcp45,923,2209.93664
2073,Ensemble-rcp45,924,121.564372
2073,Ensemble-rcp45,925,17.705498
2073,Ensemble-rcp45,932,2445.983355
2073,Ensemble-rcp45,941,2792.776152
2073,Ensemble-rcp45,942,36.453903
2073,Ensemble-rcp45,943,433.940726
